City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,vorkuta,67.5,64.0,-14.5,87,100,5.35,RU,1702947394
361,mananara,-16.1667,49.7667,24.77,84,99,0.9,MG,1702947394
362,isla mujeres,21.2311,-86.731,18.98,59,38,6.94,MX,1702947394
363,la plata,-34.9215,-57.9545,14.92,80,100,7.04,AR,1702947394
364,aasiaat,68.7098,-52.8699,-11.96,85,100,12.21,GL,1702947394
365,luderitz,-26.6481,15.1594,17.04,70,55,7.18,NA,1702947394
366,zapolyarnyy,69.4154,30.8136,-6.4,90,20,3.82,RU,1702947395
367,bikenibeu village,1.3673,173.1241,24.98,94,100,3.09,KI,1702947395
368,yeniseysk,58.4497,92.1703,-30.03,97,51,1.79,RU,1702947395
369,kourou,5.1552,-52.6478,26.03,92,22,2.77,GF,1702947395
370,carnot,4.9409,15.8665,24.72,30,100,1.47,CF,1702947395
371,weno,7.4515,151.8468,29.97,79,40,5.66,FM,1702947395
372,salekhard,66.53,66.6019,-13.46,95,100,5.19,RU,1702947395
373,necochea,-38.5473,-58.7368,12.52,63,8,6.49,AR,1702947395
374,aitape,-3.1374,142.3475,27.89,79,100,2.06,PG,1702947395
375,howard springs,-12.497,131.047,33.32,80,70,3.77,AU,1702947395
376,la ronge,55.1001,-105.2842,-2.86,68,20,4.12,CA,1702947395
377,bada,51.392,109.8717,-24.32,95,100,1.74,RU,1702947395
378,oneonta,42.4529,-75.0638,5.72,68,93,5.6,US,1702947395
379,suva,-18.1416,178.4415,28.71,79,75,6.69,FJ,1702947396
380,gaspe,48.8334,-64.4819,12.12,94,100,13.89,CA,1702947396
381,antsiranana,-12.2787,49.2917,26.01,79,88,2.04,MG,1702947396
382,mangrol,21.1167,70.1167,20.6,43,100,6.83,IN,1702947396
383,axim,4.8699,-2.2405,26.38,85,99,1.75,GH,1702947396
384,saint-philippe,-21.3585,55.7679,24.77,79,0,1.76,RE,1702947396
385,chibougamau,49.9168,-74.3659,-0.21,100,100,5.14,CA,1702947396
386,chak two hundred forty-nine thal development authority,31.1796,71.2095,11.85,39,0,1.89,PK,1702947396
387,warrnambool,-38.3833,142.4833,15.02,56,97,6.26,AU,1702947340
388,fortaleza,-3.7227,-38.5247,28.07,78,40,2.57,BR,1702947396
389,bodo,67.28,14.405,4.02,75,75,6.17,NO,1702947396
390,martil,35.6166,-5.2752,14.98,72,20,6.17,MA,1702947396
391,khalkhal,37.6189,48.5258,-3.65,89,55,0.15,IR,1702947396
392,aswan,24.0934,32.907,17.61,45,0,2.57,EG,1702947396
393,hirado,33.3597,129.5531,4.66,82,100,3.42,JP,1702947396
394,siracusa,37.0881,15.2792,13.65,76,9,6.36,IT,1702947251
395,yambio,4.5721,28.3955,25.1,44,91,1.69,SS,1702947397
396,sola,-13.8833,167.55,31.37,74,40,3.09,VU,1702947397
397,misliyah,17.4599,42.5572,23.16,72,5,1.57,SA,1702947397
398,baise city,23.8997,106.6133,10.75,99,100,0.68,CN,1702947397
399,lauro de freitas,-12.8944,-38.3272,27.01,78,20,6.17,BR,1702947315
400,huetamo de nunez,18.5833,-100.8833,27.31,53,6,0.61,MX,1702947397
401,alice springs,-23.7,133.8833,29.75,30,10,6.69,AU,1702947397
402,karlivka,49.4567,35.1295,2.0,99,100,2.68,UA,1702947397
403,castillos,-34.1667,-53.8333,15.74,89,100,6.92,UY,1702947397
404,yanam,16.7333,82.2167,20.4,78,86,2.4,IN,1702947397
405,balykchy,42.4557,76.1861,1.56,95,100,0.47,KG,1702947397
406,nyurba,63.2842,118.3319,-30.57,98,100,2.29,RU,1702947397
407,mount isa,-20.7333,139.5,33.87,40,5,4.12,AU,1702947397
408,qingyang,37.4958,121.2581,-2.67,69,6,4.56,CN,1702947397
409,coquimbo,-29.9533,-71.3436,15.85,82,75,3.09,CL,1702947397
410,culebra,18.303,-65.301,26.21,89,100,4.47,PR,1702947398
411,ust'-kulom,61.6864,53.6902,-6.21,96,100,1.99,RU,1702947398
412,lakatoro,-16.0999,167.4164,29.01,73,37,0.78,VU,1702947398
413,praia da vitoria,38.7333,-27.0667,15.42,100,75,10.79,PT,1702947398
414,viana do castelo,41.6932,-8.8329,8.0,75,0,2.0,PT,1702947398
415,visby,57.6409,18.296,8.12,93,100,9.26,SE,1702947398
416,acapulco de juarez,16.8634,-99.8901,25.96,83,5,2.77,MX,1702947398
417,malmberget,67.1753,20.6549,-15.69,85,100,1.54,SE,1702947398
418,yugorsk,61.3133,63.3319,-11.17,94,100,3.84,RU,1702947398
419,egilsstadir,65.2653,-14.3948,-6.05,86,0,2.57,IS,1702947398
420,formosa do rio preto,-11.0483,-45.1931,20.61,88,68,1.56,BR,1702947398
421,mek'ele,13.4967,39.4753,11.95,79,0,3.04,ET,1702947398
422,flin flon,54.7682,-101.865,-5.09,68,20,3.09,CA,1702947398
423,namtsy,62.7161,129.6658,-46.89,99,79,0.8,RU,1702947398
424,ushtobe,45.2514,77.9838,-6.37,79,100,2.11,KZ,1702947398
425,quellon,-43.1167,-73.6167,9.88,81,0,4.45,CL,1702947398
426,sur,22.5667,59.5289,20.93,54,2,2.85,OM,1702947399
427,beni,0.5,29.4667,19.03,88,95,1.55,CD,1702947399
428,inari,68.906,27.0288,-12.89,95,15,2.48,FI,1702947399
429,nienburg,52.6333,9.2167,7.94,87,100,7.24,DE,1702947399
430,tommot,58.9564,126.2925,-30.24,94,100,3.78,RU,1702947399
431,balikpapan,-1.2675,116.8289,26.55,89,20,2.06,ID,1702947399
432,la'ie,21.6477,-157.9253,22.98,79,100,8.8,US,1702947399
433,micheweni,-4.9667,39.8333,26.5,84,89,3.88,TZ,1702947399
434,bargaal,11.2864,51.0773,24.62,78,93,7.39,SO,1702947399
435,kolkata,22.5697,88.3697,13.97,77,9,2.57,IN,1702947395
436,qarazhal,48.0078,70.7903,-2.25,95,100,9.52,KZ,1702947399
437,gubkinskiy,64.434,76.5026,-13.57,93,100,10.08,RU,1702947399
438,aleysk,52.4926,82.7822,-19.8,87,100,2.24,RU,1702947399
439,portland,45.5234,-122.6762,9.15,74,100,7.2,US,1702946720
440,uacu cungo,-11.3634,15.1208,16.26,98,100,0.85,AO,1702947399
441,tanjung pandan,-2.75,107.65,28.22,76,55,2.1,ID,1702947399
442,perryton,36.4,-100.8027,5.67,75,0,4.63,US,1702947117
443,trairi,-3.2778,-39.2689,26.62,82,100,3.74,BR,1702947110
444,sinop,41.7711,34.8709,4.45,71,100,2.75,TR,1702947399
445,chifeng,42.2683,118.9636,-18.7,70,25,3.22,CN,1702947399
446,shubarshi,48.5872,57.1869,-2.74,97,100,4.62,KZ,1702947400
447,emiliano zapata,18.8333,-99.1833,19.31,41,7,2.15,MX,1702947400
448,reggio calabria,38.3167,16.0833,6.85,62,0,0.55,IT,1702947400
449,urzhar,47.093,81.6294,-10.71,65,94,1.79,KZ,1702947400
450,saint-felix-de-valois,46.1668,-73.4324,5.25,92,100,3.98,CA,1702947400
451,nishinoomote,30.7333,131.0,14.31,94,75,5.66,JP,1702947400
452,idri,27.5,13.2667,10.14,56,0,4.85,LY,1702947400
453,bokovskaya,49.229,41.8306,1.55,98,100,4.74,RU,1702947400
454,inda silase,14.1031,38.2829,14.81,57,5,1.92,ET,1702947400
455,jinxiang,27.4327,120.6062,9.58,84,100,4.16,CN,1702947400
456,maitum,6.0392,124.4986,29.28,73,98,3.57,PH,1702947400
457,coari,-4.085,-63.1414,25.79,87,97,1.1,BR,1702947400
458,lorengau,-2.0226,147.2712,29.2,74,95,2.98,PG,1702947400
459,al jawf,29.5,38.75,10.51,56,0,2.97,SA,1702947400
460,latakia,35.5148,35.7768,12.38,47,0,3.5,SY,1702947400
461,tubarjal,30.4999,38.216,11.16,58,0,3.11,SA,1702947401
462,diebougou,10.9667,-3.25,22.4,13,49,3.77,BF,1702947401
463,aussillon,43.5029,2.3679,5.27,86,0,1.54,FR,1702947401
464,masonboro,34.1793,-77.8475,13.34,81,0,3.09,US,1702947401
465,filadelfia,39.9523,-75.1638,7.87,62,5,2.24,US,1702947101
466,al bayda',32.7627,21.7551,7.72,89,2,1.43,LY,1702947401
467,tbilisi,41.6941,44.8337,3.84,75,100,2.57,GE,1702947297
468,florida,28.7505,-82.5001,14.34,85,0,1.54,US,1702947318
469,rio preto da eva,-2.6994,-59.6997,26.54,81,96,0.23,BR,1702947401
470,chinsali,-10.5414,32.0816,19.92,74,35,0.57,ZM,1702947401
471,qulsary,46.9531,54.0198,1.39,98,100,6.14,KZ,1702947401
472,nagqu,31.5,92.0,-27.65,88,3,1.1,CN,1702947401
473,sampit,-2.5333,112.95,25.45,95,100,0.61,ID,1702947401
474,quepos,9.4236,-84.1652,26.5,80,85,0.99,CR,1702947401
475,puyang,29.4603,119.8861,2.36,99,100,0.99,CN,1702947401
476,woolgoolga,-30.1106,153.2007,26.93,69,100,7.41,AU,1702947401
477,freetown,8.484,-13.2299,20.84,83,56,1.54,SL,1702947401
478,andkhoy,36.9529,65.1238,4.35,76,100,3.47,AF,1702947401
479,nadym,65.5333,72.5167,-15.25,93,100,8.74,RU,1702947402
480,kuloy,61.0305,42.4925,-2.17,92,100,3.42,RU,1702947402
481,moyynkum,44.2914,72.9469,1.09,83,100,3.45,KZ,1702947402
482,nova vicosa,-17.8919,-39.3719,25.19,85,84,4.19,BR,1702947402
483,concepcion,-36.827,-73.0498,15.89,67,0,6.69,CL,1702947114
484,ghanzi,-21.5667,21.7833,24.58,61,100,6.26,BW,1702947402
485,letlhakeng,-24.0944,25.0298,24.23,46,54,1.99,BW,1702947402
486,benito juarez,19.385,-99.165,18.9,13,75,3.09,MX,1702947402
487,biloela,-24.4167,150.5,32.29,36,0,1.51,AU,1702947402
488,basco,20.4487,121.9702,25.75,82,95,10.5,PH,1702947402
489,dyatlovo,53.4631,25.4068,4.42,98,100,5.16,BY,1702947402
490,horsham,51.064,-0.3272,13.09,83,75,5.14,GB,1702947031
491,chengyang,27.0892,119.6453,12.14,89,100,1.01,CN,1702947402
492,sisimiut,66.9395,-53.6735,-10.57,79,100,14.88,GL,1702947402
493,busan,35.1028,129.0403,-1.01,47,0,2.57,KR,1702947402
494,antigonish,45.6169,-61.9986,13.9,90,100,9.39,CA,1702947402
495,port isabel,26.0734,-97.2086,18.34,68,0,1.54,US,1702947402
496,candido mendes,-1.4467,-45.7167,24.52,95,56,1.7,BR,1702947402
497,mejit,10.2753,170.8646,26.94,74,13,10.53,MH,1702947403
498,qarauyl,48.9451,79.255,-13.34,58,100,5.56,KZ,1702947403
499,vila franca do campo,37.7167,-25.4333,18.27,99,100,5.19,PT,1702947403
500,altinho,-8.4897,-36.0594,23.24,84,100,2.06,BR,1702947403
501,smara,26.7384,-11.6719,12.47,30,0,4.34,EH,1702947403
502,brisas de zicatela,15.8369,-97.0419,24.67,85,63,0.53,MX,1702947403
503,cannonvale,-20.2833,148.7,27.66,65,6,5.15,AU,1702947403
504,nuuk,64.1835,-51.7216,-7.29,73,100,4.92,GL,1702947403
505,nabire,-3.3667,135.4833,27.72,85,68,1.94,ID,1702947403
506,juan griego,11.0817,-63.9655,25.44,90,7,3.54,VE,1702947403
507,minas de marcona,-15.2119,-75.1103,17.24,80,62,4.35,PE,1702947403
508,akrehamn,59.2667,5.1833,7.45,76,75,11.32,NO,1702947403
509,presidente medici,-11.1753,-61.9014,28.04,67,100,0.83,BR,1702947403
510,bodaybo,57.8506,114.1933,-41.13,100,89,0.43,RU,1702947403
511,malvan,16.0667,73.4667,25.1,49,100,3.79,IN,1702947170
512,argo,37.6333,22.7333,9.83,47,0,1.96,GR,1702947403
513,san luis de la loma,17.2706,-100.8939,25.42,84,0,2.15,MX,1702947403
514,cururupu,-1.8283,-44.8683,25.29,87,49,1.51,BR,1702947404
515,margate,51.3813,1.3862,12.15,89,100,4.92,GB,1702947404
516,phongsali,21.6833,102.1058,11.5,81,8,0.03,LA,1702947404
517,ust'-uda,54.1742,103.0304,-33.63,100,29,1.04,RU,1702947404
518,harper,4.375,-7.7169,26.0,85,90,2.11,LR,1702947404
519,waraseoni,21.75,80.0333,11.91,53,97,3.2,IN,1702947404
520,kaga bandoro,6.9896,19.1874,24.22,34,100,1.35,CF,1702947404
521,talaja,21.35,72.05,20.89,50,100,5.58,IN,1702947404
522,hotan,37.0997,79.9269,-5.48,50,6,0.95,CN,1702947404
523,caetes,-8.7731,-36.6225,20.82,86,100,3.86,BR,1702947404
524,melekeok village,7.4957,134.6367,28.8,74,15,6.04,PW,1702947404
525,celestun,20.8667,-90.4,21.82,61,12,5.14,MX,1702947404
526,tamanrasset,22.785,5.5228,3.95,33,0,2.57,DZ,1702947404
527,suntar,62.1444,117.6319,-29.5,94,100,3.0,RU,1702947405
528,pfaffikon,47.3645,8.792,3.78,94,100,1.54,CH,1702947405
529,beidao,34.5686,105.8933,-3.69,45,0,1.15,CN,1702947405
530,madras,13.0878,80.2785,24.99,83,40,2.57,IN,1702947323
531,sibolga,1.7427,98.7792,25.44,88,100,1.15,ID,1702947405
532,kerikeri,-35.2268,173.9474,22.55,63,41,3.4,NZ,1702947405
533,batang,-6.4846,110.7083,27.87,64,50,5.22,ID,1702947405
534,aioun,16.6614,-9.6149,15.3,19,46,6.88,MR,1702947405
535,guarapari,-20.6667,-40.4975,23.36,93,12,2.21,BR,1702947405
536,harstad,68.799,16.5293,1.2,97,100,3.58,NO,1702947405
537,geraldton,-28.7667,114.6,34.23,21,0,9.26,AU,1702947405
538,qurayyat,31.3318,37.3428,7.1,76,0,0.0,SA,1702947405
539,conception bay south,47.4999,-52.9981,6.36,92,100,8.46,CA,1702947405
540,krasnik,50.9236,22.2271,5.93,78,98,5.83,PL,1702947405
